time,values
1635724800000,1.1146500000000001
1635725700000,1.11945
1635726600000,1.1214
1635727500000,1.12695
1635728400000,1.12695
1635729300000,1.1199
1635730200000,1.1136
1635731100000,1.11115
1635732000000,1.1103999999999998
1635732900000,1.09925
1635733800000,1.08825
1635734700000,1.09035
1635735600000,1.0907
1635736500000,1.0873
1635737400000,1.0873
1635738300000,1.0799500000000002
1635739200000,1.0755
1635740100000,1.08285
1635741000000,1.0866
1635741900000,1.0888499999999999
1635742800000,1.08765
1635743700000,1.0891
1635744600000,1.0901
1635745500000,1.09005
1635746400000,1.08575
1635747300000,1.08305
1635748200000,1.0885500000000001
1635749100000,1.0882999999999998
1635750000000,1.0954000000000002
1635750900000,1.10255
1635751800000,1.09945
1635752700000,1.1028
1635753600000,1.1031499999999999
1635754500000,1.1024
1635755400000,1.0986
1635756300000,1.09625
1635757200000,1.09845
1635758100000,1.1009
1635759000000,1.1005500000000001
1635759900000,1.1017000000000001
1635760800000,1.09945
1635761700000,1.09765
1635762600000,1.0964
1635763500000,1.0944500000000001
1635764400000,1.0971
1635765300000,1.09535
1635766200000,1.0951499999999998
1635767100000,1.09335
1635768000000,1.0945999999999998
1635768900000,1.0918999999999999
1635769800000,1.0876000000000001
1635770700000,1.0885
1635771600000,1.08865
1635772500000,1.0907
1635773400000,1.09505
1635774300000,1.0973
1635775200000,1.0989
1635776100000,1.09735
1635777000000,1.096
1635777900000,1.0911
1635778800000,1.09055
1635779700000,1.0923500000000002
1635780600000,1.0943999999999998
1635781500000,1.09175
1635782400000,1.09145
1635783300000,1.092
1635784200000,1.08915
1635785100000,1.08505
1635786000000,1.082
1635786900000,1.0826
1635787800000,1.083
1635788700000,1.08475
1635789600000,1.0821
1635790500000,1.0828
1635791400000,1.0832000000000002
1635792300000,1.0854
1635793200000,1.08805
1635794100000,1.09175
1635795000000,1.0908
1635795900000,1.092
1635796800000,1.0923500000000002
1635797700000,1.09105
1635798600000,1.0878
1635799500000,1.08635
1635800400000,1.0855
1635801300000,1.0871
1635802200000,1.0885
1635803100000,1.09085
1635804000000,1.0927
1635804900000,1.09345
1635805800000,1.0941
1635806700000,1.0945
1635807600000,1.0935
1635808500000,1.09235
1635809400000,1.0915
1635810300000,1.0928
1635811200000,1.09395
1635812100000,1.0963500000000002
1635813000000,1.09055
1635813900000,1.08795
1635814800000,1.0908
1635815700000,1.0970499999999999
1635816600000,1.09585
1635817500000,1.09145
1635818400000,1.09375
1635819300000,1.0967
1635820200000,1.0961
1635821100000,1.0937999999999999
1635822000000,1.0939
1635822900000,1.09455
1635823800000,1.09575
1635824700000,1.0975000000000001
1635825600000,1.09715
1635826500000,1.0962
1635827400000,1.09775
1635828300000,1.09695
1635829200000,1.0993
1635830100000,1.09725
1635831000000,1.10035
1635831900000,1.1015000000000001
1635832800000,1.101
1635833700000,1.09985
1635834600000,1.1009
1635835500000,1.1005
1635836400000,1.0992
1635837300000,1.0988000000000002
1635838200000,1.09825
1635839100000,1.0956000000000001
1635840000000,1.09395
1635840900000,1.0939
1635841800000,1.0935000000000001
1635842700000,1.0944500000000001
1635843600000,1.09425
1635844500000,1.1014
1635845400000,1.1075
1635846300000,1.1116000000000001
1635847200000,1.1129
1635848100000,1.11095
1635849000000,1.11065
1635849900000,1.10785
1635850800000,1.10975
1635851700000,1.1143999999999998
1635852600000,1.11555
1635853500000,1.1117
1635854400000,1.1131
1635855300000,1.1101
1635856200000,1.1088
1635857100000,1.10925
1635858000000,1.11125
1635858900000,1.1136
1635859800000,1.11235
1635860700000,1.1103
1635861600000,1.1122999999999998
1635862500000,1.1106500000000001
1635863400000,1.1115
1635864300000,1.1101
1635865200000,1.1123500000000002
1635866100000,1.1156000000000001
1635867000000,1.1199
1635867900000,1.12405
1635868800000,1.1187
1635869700000,1.1309
1635870600000,1.1402
1635871500000,1.1335000000000002
1635872400000,1.13425
1635873300000,1.1356
1635874200000,1.13095
1635875100000,1.13395
1635876000000,1.1319
1635876900000,1.13255
1635877800000,1.1375
1635878700000,1.13965
1635879600000,1.13975
1635880500000,1.13775
1635881400000,1.1357499999999998
1635882300000,1.1351499999999999
1635883200000,1.1325500000000002
1635884100000,1.1358
1635885000000,1.1271
1635885900000,1.12695
1635886800000,1.1225999999999998
1635887700000,1.1235
1635888600000,1.126
1635889500000,1.1261
1635890400000,1.1255
1635891300000,1.12485
1635892200000,1.1263
1635893100000,1.1252499999999999
1635894000000,1.12595
1635894900000,1.1271
1635895800000,1.1297
1635896700000,1.1348500000000001
1635897600000,1.1353
1635898500000,1.12865
1635899400000,1.13085
1635900300000,1.13565
1635901200000,1.13745
1635902100000,1.13445
1635903000000,1.13435
1635903900000,1.1374
1635904800000,1.1365500000000002
1635905700000,1.1338
1635906600000,1.13985
1635907500000,1.1446999999999998
1635908400000,1.14745
1635909300000,1.1413000000000002
1635910200000,1.1414
1635911100000,1.14435
1635912000000,1.1623999999999999
1635912900000,1.1771
1635913800000,1.18545
1635914700000,1.2062
1635915600000,1.22025
1635916500000,1.22335
1635917400000,1.20925
1635918300000,1.20015
1635919200000,1.1908500000000002
1635920100000,1.1970999999999998
1635921000000,1.2016
1635921900000,1.19415
1635922800000,1.19895
1635923700000,1.206
1635924600000,1.2076500000000001
1635925500000,1.20255
1635926400000,1.2077499999999999
1635927300000,1.198
1635928200000,1.1914500000000001
1635929100000,1.1933500000000001
1635930000000,1.1972
1635930900000,1.2024
1635931800000,1.20915
1635932700000,1.2107
1635933600000,1.2067
1635934500000,1.2067
1635935400000,1.2027
1635936300000,1.20285
1635937200000,1.1956
1635938100000,1.1909
1635939000000,1.1938
1635939900000,1.19495
1635940800000,1.1880000000000002
1635941700000,1.174
1635942600000,1.161
1635943500000,1.15235
1635944400000,1.1613
1635945300000,1.16525
1635946200000,1.15765
1635947100000,1.1535
1635948000000,1.15755
1635948900000,1.16535
1635949800000,1.1606999999999998
1635950700000,1.16135
1635951600000,1.15945
1635952500000,1.15965
1635953400000,1.16275
1635954300000,1.16465
1635955200000,1.17215
1635956100000,1.1747
1635957000000,1.1677
1635957900000,1.162
1635958800000,1.1621000000000001
1635959700000,1.17185
1635960600000,1.1743
1635961500000,1.1728
1635962400000,1.1789
1635963300000,1.1949
1635964200000,1.19035
1635965100000,1.19695
1635966000000,1.1988
1635966900000,1.1947999999999999
1635967800000,1.1924000000000001
1635968700000,1.1915499999999999
1635969600000,1.19325
1635970500000,1.1949999999999998
1635971400000,1.1994
1635972300000,1.20015
1635973200000,1.20575
1635974100000,1.2029
1635975000000,1.20265
1635975900000,1.2071
1635976800000,1.21775
1635977700000,1.2119
1635978600000,1.21015
1635979500000,1.2052
1635980400000,1.2023000000000001
1635981300000,1.20305
1635982200000,1.20885
1635983100000,1.20995
1635984000000,1.22385
1635984900000,1.22
1635985800000,1.21135
1635986700000,1.2003
1635987600000,1.2019
1635988500000,1.20645
1635989400000,1.22025
1635990300000,1.2438500000000001
1635991200000,1.24355
1635992100000,1.2381
1635993000000,1.2342499999999998
1635993900000,1.2318
1635994800000,1.23905
1635995700000,1.2317
1635996600000,1.23015
1635997500000,1.2269999999999999
1635998400000,1.22995
1635999300000,1.23635
1636000200000,1.23555
1636001100000,1.2345
1636002000000,1.22995
1636002900000,1.22515
1636003800000,1.2189
1636004700000,1.21495
1636005600000,1.21645
1636006500000,1.21955
1636007400000,1.2215
1636008300000,1.2217
1636009200000,1.22385
1636010100000,1.21885
1636011000000,1.21265
1636011900000,1.1995
1636012800000,1.1987
1636013700000,1.205
1636014600000,1.20245
1636015500000,1.19845
1636016400000,1.1968
1636017300000,1.20065
1636018200000,1.1947
1636019100000,1.19805
1636020000000,1.202
1636020900000,1.2037499999999999
1636021800000,1.1962000000000002
1636022700000,1.20015
1636023600000,1.2018
1636024500000,1.1997
1636025400000,1.1898499999999999
1636026300000,1.1835499999999999
1636027200000,1.18955
1636028100000,1.1942
1636029000000,1.1931
1636029900000,1.1989999999999998
1636030800000,1.20405
1636031700000,1.20065
1636032600000,1.1999
1636033500000,1.2001499999999998
1636034400000,1.2098
1636035300000,1.2076
1636036200000,1.2027999999999999
1636037100000,1.20025
1636038000000,1.18685
1636038900000,1.1734
1636039800000,1.18545
1636040700000,1.17945
1636041600000,1.1725500000000002
1636042500000,1.1869999999999998
1636043400000,1.1782
1636044300000,1.1834
1636045200000,1.18485
1636046100000,1.1804999999999999
1636047000000,1.17325
1636047900000,1.1698
1636048800000,1.1728
1636049700000,1.1806
1636050600000,1.18385
1636051500000,1.17795
1636052400000,1.1745999999999999
1636053300000,1.1793
1636054200000,1.18315
1636055100000,1.18235
1636056000000,1.1808999999999998
1636056900000,1.1848999999999998
1636057800000,1.1879
1636058700000,1.1881
1636059600000,1.1867999999999999
1636060500000,1.1836
1636061400000,1.1855
1636062300000,1.1864
1636063200000,1.1841499999999998
1636064100000,1.18425
1636065000000,1.18855
1636065900000,1.1898
1636066800000,1.1943000000000001
1636067700000,1.1968999999999999
1636068600000,1.1981000000000002
1636069500000,1.19905
1636070400000,1.1954500000000001
1636071300000,1.18665
1636072200000,1.1839499999999998
1636073100000,1.177
1636074000000,1.17705
1636074900000,1.18
1636075800000,1.18075
1636076700000,1.18505
1636077600000,1.1875499999999999
1636078500000,1.1894
1636079400000,1.1864
1636080300000,1.18625
1636081200000,1.1873
1636082100000,1.19535
1636083000000,1.1924
1636083900000,1.1945999999999999
1636084800000,1.1949
1636085700000,1.1951
1636086600000,1.1931500000000002
1636087500000,1.1915499999999999
1636088400000,1.1911999999999998
1636089300000,1.1914500000000001
1636090200000,1.1892
1636091100000,1.1891
1636092000000,1.1951
1636092900000,1.1962
1636093800000,1.19445
1636094700000,1.1924000000000001
1636095600000,1.1937
1636096500000,1.1944499999999998
1636097400000,1.19255
1636098300000,1.1881
1636099200000,1.1865
1636100100000,1.1871
1636101000000,1.1894
1636101900000,1.1901
1636102800000,1.1893500000000001
1636103700000,1.1874
1636104600000,1.1809
1636105500000,1.1804000000000001
1636106400000,1.18265
1636107300000,1.182
1636108200000,1.17865
1636109100000,1.1748
1636110000000,1.1759
1636110900000,1.1735
1636111800000,1.1774
1636112700000,1.17215
1636113600000,1.1711
1636114500000,1.17025
1636115400000,1.16365
1636116300000,1.1629
1636117200000,1.16315
1636118100000,1.165
1636119000000,1.1668
1636119900000,1.1647
1636120800000,1.16285
1636121700000,1.1576
1636122600000,1.15435
1636123500000,1.15035
1636124400000,1.14275
1636125300000,1.147
1636126200000,1.14875
1636127100000,1.1479
1636128000000,1.1501000000000001
1636128900000,1.1527500000000002
1636129800000,1.15375
1636130700000,1.1553
1636131600000,1.15405
1636132500000,1.15225
1636133400000,1.1522000000000001
1636134300000,1.15385
1636135200000,1.155
1636136100000,1.1573
1636137000000,1.157
1636137900000,1.1577
1636138800000,1.1569
1636139700000,1.1562999999999999
1636140600000,1.15015
1636141500000,1.1482
1636142400000,1.14975
1636143300000,1.1470500000000001
1636144200000,1.14295
1636145100000,1.1468
1636146000000,1.1494
1636146900000,1.1558000000000002
1636147800000,1.1575
1636148700000,1.15355
1636149600000,1.15395
1636150500000,1.1578
1636151400000,1.1572
1636152300000,1.1592500000000001
1636153200000,1.1561
1636154100000,1.15375
1636155000000,1.15825
1636155900000,1.1588500000000002
1636156800000,1.15615
1636157700000,1.1614499999999999
1636158600000,1.1653
1636159500000,1.16805
1636160400000,1.1714
1636161300000,1.1639
1636162200000,1.16745
1636163100000,1.1667
1636164000000,1.1643
1636164900000,1.1609
1636165800000,1.1599
1636166700000,1.1592500000000001
1636167600000,1.1607
1636168500000,1.16285
1636169400000,1.16465
1636170300000,1.16495
1636171200000,1.1653
1636172100000,1.16365
1636173000000,1.1659
1636173900000,1.16695
1636174800000,1.16745
1636175700000,1.16655
1636176600000,1.1672500000000001
1636177500000,1.1673499999999999
1636178400000,1.16825
1636179300000,1.16535
1636180200000,1.1648
1636181100000,1.16425
1636182000000,1.16425
1636182900000,1.15575
1636183800000,1.149
1636184700000,1.15255
1636185600000,1.1555
1636186500000,1.1576499999999998
1636187400000,1.15655
1636188300000,1.15615
1636189200000,1.15605
1636190100000,1.1576499999999998
1636191000000,1.1591
1636191900000,1.1568999999999998
1636192800000,1.1553499999999999
1636193700000,1.1537
1636194600000,1.1479
1636195500000,1.1431
1636196400000,1.121
1636197300000,1.1314
1636198200000,1.12985
1636199100000,1.12775
1636200000000,1.1235
1636200900000,1.11985
1636201800000,1.1294
1636202700000,1.12365
1636203600000,1.1247
1636204500000,1.13
1636205400000,1.13155
1636206300000,1.1322999999999999
1636207200000,1.1286
1636208100000,1.1279
1636209000000,1.13205
1636209900000,1.1348
1636210800000,1.1362
1636211700000,1.1377
1636212600000,1.13545
1636213500000,1.13755
1636214400000,1.13525
1636215300000,1.1314
